Name_XRB	RA	DEC	L_X_2_10	Satellite	Name_Host	RA_Host	DEC_Host	a26	b/a	PA	Morphology	Distance	SFR	Stellar_Mass
2CXO J103844.4+533004	10h38m44.4676s	+53d30m04.8296s	1.00e+39	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103844.6+533007	10h38m44.6051s	+53d30m07.4655s	1.11e+39	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103845.2+533007	10h38m45.2152s	+53d30m07.3213s	5.92e+37	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103845.4+533009	10h38m45.4397s	+53d30m09.2003s	3.62e+38	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103845.0+533010	10h38m45.0818s	+53d30m10.2088s	3.60e+38	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103847.2+533027	10h38m47.2654s	+53d30m27.8856s	2.59e+39	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103846.7+533007	10h38m46.7846s	+53d30m07.3665s	2.54e+38	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103846.8+533033	10h38m46.8652s	+53d30m33.57s	2.62e+38	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103847.2+533011	10h38m47.2437s	+53d30m11.5701s	2.84e+38	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103848.6+532904	10h38m48.6088s	+53d29m04.0608s	2.14e+38	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103850.2+532925	10h38m50.2107s	+53d29m25.5393s	1.87e+39	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103851.2+532927	10h38m51.2466s	+53d29m27.4972s	5.58e+37	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J103846.5+533038	10h38m46.5705s	+53d30m38.0103s	1.06e+39	C	NGC 3310	10h38m45.86s	+53d30m12.2s	3.020616113744076	0.489	163	4.0	14.220828091247727	1.62e+00	5.56e+09
2CXO J104523.2+555742	10h45m23.2099s	+55d57m42.976s	1.83e+38	C	NGC 3353	10h45m22.41s	+55d57m37.4s	1.6284952606635072	0.712	86	3.0	13.519250789766073	2.42e-01	8.43e+08
2CXO J104525.1+555741	10h45m25.1304s	+55d57m41.8774s	1.11e+38	C	NGC 3353	10h45m22.41s	+55d57m37.4s	1.6284952606635072	0.712	86	3.0	13.519250789766073	2.42e-01	8.43e+08
2CXO J104521.9+555734	10h45m21.9982s	+55d57m34.6323s	1.99e+38	C	NGC 3353	10h45m22.41s	+55d57m37.4s	1.6284952606635072	0.712	86	3.0	13.519250789766073	2.42e-01	8.43e+08
2CXO J104521.9+555740	10h45m21.9718s	+55d57m40.2397s	4.02e+38	C	NGC 3353	10h45m22.41s	+55d57m37.4s	1.6284952606635072	0.712	86	3.0	13.519250789766073	2.42e-01	8.43e+08
2CXO J104523.0+555716	10h45m23.0513s	+55d57m16.4619s	1.97e+39	C	NGC 3353	10h45m22.41s	+55d57m37.4s	1.6284952606635072	0.712	86	3.0	13.519250789766073	2.42e-01	8.43e+08
2SXPS J104636.8+631331	10h46m36.9s	+63d13m31.44s	1.74e+39	S	NGC 3359	10h46m36.86s	+63d13m27.2s	3.810604265402844	0.623	146	5.0	14.522172897742408	3.60e-01	
2SXPS J104634.7+631231	10h46m34.7832s	+63d12m31.5s	5.37e+39	S	NGC 3359	10h46m36.86s	+63d13m27.2s	3.810604265402844	0.623	146	5.0	14.522172897742408	3.60e-01	
2SXPS J104627.9+631319	10h46m27.936s	+63d13m19.2s	5.50e+38	S	NGC 3359	10h46m36.86s	+63d13m27.2s	3.810604265402844	0.623	146	5.0	14.522172897742408	3.60e-01	
2SXPS J104635.7+631204	10h46m35.7912s	+63d12m04.032s	1.62e+39	S	NGC 3359	10h46m36.86s	+63d13m27.2s	3.810604265402844	0.623	146	5.0	14.522172897742408	3.60e-01	
2CXO J104632.5+134523	10h46m32.5067s	+13d45m23.0839s	3.50e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104631.7+134524	10h46m31.7727s	+13d45m24.5426s	1.08e+39	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104632.1+134525	10h46m32.1896s	+13d45m25.0371s	4.39e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104632.1+134528	10h46m32.105s	+13d45m28.8349s	4.84e+39	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104632.3+134523	10h46m32.3507s	+13d45m23.5515s	4.36e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104637.4+134521	10h46m37.4684s	+13d45m21.2242s	4.49e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104632.4+134506	10h46m32.4653s	+13d45m06.1005s	1.34e+39	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104633.8+134528	10h46m33.891s	+13d45m28.0014s	2.18e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104634.0+134511	10h46m34.0012s	+13d45m11.1245s	4.74e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104631.4+134503	10h46m31.4992s	+13d45m03.5237s	9.55e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104635.5+134545	10h46m35.5211s	+13d45m45.0123s	7.72e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104635.9+134432	10h46m35.9457s	+13d44m32.2046s	8.03e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104636.6+134522	10h46m36.6487s	+13d45m22.2315s	8.70e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104637.5+134545	10h46m37.5317s	+13d45m45.9459s	3.22e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104637.1+134504	10h46m37.1143s	+13d45m04.521s	3.15e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104633.5+134504	10h46m33.5164s	+13d45m04.983s	1.00e+39	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
4XMM J104636.8+134523	10h46m36.8346s	+13d45m23.3125s	6.64e+38	X	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104636.7+134400	10h46m36.7938s	+13d44m00.2609s	3.38e+39	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2CXO J104631.6+134450	10h46m31.6711s	+13d44m50.122s	5.77e+38	C	NGC 3367	10h46m34.95s	+13d45m03.1s	2.5292061611374406	0.822	4	5.0	43.77579013908161	3.65e+00	7.36e+10
2SXPS J104825.8-251021	10h48m25.8456s	-25d10m21.576s	3.07e+39	S	NGC 3393	10h48m23.46s	-25d09m43.4s	2.346136692730959	0.912	14	1.0	54.08992177638232	1.92e+00	1.18e+11
2CXO J104825.5-250915	10h48m25.5883s	-25d09m15.5814s	3.59e+38	C	NGC 3393	10h48m23.46s	-25d09m43.4s	2.346136692730959	0.912	14	1.0	54.08992177638232	1.92e+00	1.18e+11
2CXO J104825.0-250854	10h48m25.0436s	-25d08m54.8405s	2.66e+38	C	NGC 3393	10h48m23.46s	-25d09m43.4s	2.346136692730959	0.912	14	1.0	54.08992177638232	1.92e+00	1.18e+11
2CXO J104823.0-251046	10h48m23.0625s	-25d10m46.4277s	1.53e+39	C	NGC 3393	10h48m23.46s	-25d09m43.4s	2.346136692730959	0.912	14	1.0	54.08992177638232	1.92e+00	1.18e+11
2CXO J104826.0-251023	10h48m26.0303s	-25d10m23.487s	4.19e+39	C	NGC 3393	10h48m23.46s	-25d09m43.4s	2.346136692730959	0.912	14	1.0	54.08992177638232	1.92e+00	1.18e+11
2CXO J104820.8-251005	10h48m20.8794s	-25d10m05.9855s	3.71e+38	C	NGC 3393	10h48m23.46s	-25d09m43.4s	2.346136692730959	0.912	14	1.0	54.08992177638232	1.92e+00	1.18e+11
2CXO J105128.7+552321	10h51m28.7735s	+55d23m21.3971s	4.12e+38	C	NGC 3398	10h51m31.43s	+55d23m27.5s	1.5588270142180096	0.52	69	0.0	41.24537383213406	3.97e-01	1.29e+10
2CXO J105131.4+552327	10h51m31.4659s	+55d23m27.5272s	2.17e+38	C	NGC 3398	10h51m31.43s	+55d23m27.5s	1.5588270142180096	0.52	69	0.0	41.24537383213406	3.97e-01	1.29e+10
2CXO J105131.7+552325	10h51m31.7855s	+55d23m25.2086s	3.50e+38	C	NGC 3398	10h51m31.43s	+55d23m27.5s	1.5588270142180096	0.52	69	0.0	41.24537383213406	3.97e-01	1.29e+10
2CXO J105116.2+275830	10h51m16.2076s	+27d58m30.3389s	1.41e+40	C	NGC 3414	10h51m16.21s	+27d58m30.4s	3.1958234597156396	0.655	9	-2.0	21.077963263142475	nan	4.43e+10
2CXO J105116.3+275838	10h51m16.3551s	+27d58m38.7351s	1.76e+38	C	NGC 3414	10h51m16.21s	+27d58m30.4s	3.1958234597156396	0.655	9	-2.0	21.077963263142475	nan	4.43e+10
2CXO J105117.1+275842	10h51m17.1862s	+27d58m42.5687s	4.25e+38	C	NGC 3414	10h51m16.21s	+27d58m30.4s	3.1958234597156396	0.655	9	-2.0	21.077963263142475	nan	4.43e+10
2CXO J105116.8+275834	10h51m16.8612s	+27d58m34.7957s	2.43e+38	C	NGC 3414	10h51m16.21s	+27d58m30.4s	3.1958234597156396	0.655	9	-2.0	21.077963263142475	nan	4.43e+10
2CXO J105116.0+275941	10h51m16.0055s	+27d59m41.861s	1.77e+38	C	NGC 3414	10h51m16.21s	+27d58m30.4s	3.1958234597156396	0.655	9	-2.0	21.077963263142475	nan	4.43e+10
2CXO J105113.8+275804	10h51m13.8873s	+27d58m04.7094s	4.19e+38	C	NGC 3414	10h51m16.21s	+27d58m30.4s	3.1958234597156396	0.655	9	-2.0	21.077963263142475	nan	4.43e+10
2CXO J112019.0+133612	11h20m19.0096s	+13d36m12.0923s	2.31e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112020.3+133628	11h20m20.3836s	+13d36m28.8906s	4.43e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112020.7+133507	11h20m20.7291s	+13d35m07.6856s	5.91e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112022.2+133540	11h20m22.2823s	+13d35m40.9036s	6.63e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112017.1+133550	11h20m17.1294s	+13d35m50.2766s	2.91e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112020.3+133504	11h20m20.3287s	+13d35m04.9125s	1.19e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112018.9+133501	11h20m18.9669s	+13d35m01.6608s	7.55e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112007.8+133642	11h20m07.8843s	+13d36m42.1839s	8.95e+36	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112016.2+133527	11h20m16.257s	+13d35m27.1805s	6.89e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112012.6+133536	11h20m12.6736s	+13d35m36.2532s	8.16e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2SXPS J112018.1+133515	11h20m18.1368s	+13d35m15.756s	5.92e+38	S	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112006.9+133454	11h20m06.9692s	+13d34m54.2953s	1.56e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112013.3+133508	11h20m13.3652s	+13d35m08.5197s	2.07e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
4XMM J111947.1+133716	11h19m47.1611s	+13d37m16.1037s	1.40e+37	X	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112009.6+133712	11h20m09.6685s	+13d37m12.8333s	2.17e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112026.8+133604	11h20m26.808s	+13d36m04.6286s	2.35e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112033.5+133525	11h20m33.5231s	+13d35m25.5042s	1.92e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2SXPS J112032.8+133528	11h20m32.8824s	+13d35m28.068s	2.35e+38	S	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112008.0+133539	11h20m08.0879s	+13d35m39.4307s	5.64e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112037.3+133429	11h20m37.3725s	+13d34m29.1138s	7.94e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2SXPS J111957.0+133551	11h19m57.0768s	+13d35m51.612s	1.71e+38	S	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
4XMM J112032.0+133551	11h20m32.094s	+13d35m51.4564s	4.67e+37	X	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112012.0+133706	11h20m12.0525s	+13d37m06.2651s	2.43e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2SXPS J112036.3+133433	11h20m36.396s	+13d34m33.06s	9.87e+38	S	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
4XMM J111956.0+133732	11h19m56.0018s	+13d37m32.1034s	1.14e+38	X	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112003.2+133543	11h20m03.2716s	+13d35m43.9596s	1.39e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112011.2+133445	11h20m11.2306s	+13d34m45.786s	8.88e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112032.4+133551	11h20m32.4023s	+13d35m51.3801s	7.52e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112015.3+133637	11h20m15.3576s	+13d36m37.7088s	1.09e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112013.6+133440	11h20m13.6245s	+13d34m40.9413s	5.53e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112024.2+133513	11h20m24.2115s	+13d35m13.1482s	5.30e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112014.7+133519	11h20m14.7869s	+13d35m19.2302s	1.43e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112016.5+133551	11h20m16.5353s	+13d35m51.2684s	4.28e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112015.7+133513	11h20m15.7667s	+13d35m13.7126s	8.60e+39	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112014.3+133539	11h20m14.3234s	+13d35m39.8624s	3.32e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2SXPS J112019.7+133513	11h20m19.7928s	+13d35m13.884s	7.02e+38	S	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112015.9+133526	11h20m15.9527s	+13d35m26.1138s	9.92e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112022.7+133534	11h20m22.7514s	+13d35m34.2267s	2.75e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2SXPS J112021.7+133546	11h20m21.7632s	+13d35m46.464s	1.51e+38	S	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112026.7+133458	11h20m26.7098s	+13d34m58.2979s	9.97e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2SXPS J112025.8+133504	11h20m25.812s	+13d35m04.884s	1.76e+38	S	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112028.1+133321	11h20m28.1482s	+13d33m21.73s	1.20e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112018.7+133441	11h20m18.748s	+13d34m41.0037s	3.70e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112018.1+133535	11h20m18.1461s	+13d35m35.6886s	1.20e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112013.5+133533	11h20m13.5639s	+13d35m33.7379s	8.84e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112022.6+133507	11h20m22.6924s	+13d35m07.7917s	5.28e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
4XMM J112002.9+133554	11h20m02.9971s	+13d35m54.1521s	1.33e+38	X	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112025.0+133628	11h20m25.0016s	+13d36m28.7204s	1.54e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112003.4+133603	11h20m03.4743s	+13d36m03.8729s	7.95e+37	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J111958.1+133545	11h19m58.1206s	+13d35m45.194s	4.54e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112002.8+133552	11h20m02.844s	+13d35m52.0629s	1.10e+38	C	NGC 3628	11h20m16.97s	+13d35m22.9s	15.858311613090066	0.2	104	3.0	12.069307859223274	2.29e+00	
2CXO J112102.9+531007	11h21m02.9837s	+53d10m07.0582s	1.55e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112105.5+531107	11h21m05.5522s	+53d11m07.7237s	1.46e+37	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112104.3+530909	11h21m04.3334s	+53d09m09.1953s	1.88e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112056.5+530943	11h20m56.5011s	+53d09m43.685s	2.43e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112104.1+531020	11h21m04.1308s	+53d10m20.186s	8.04e+37	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112102.5+531034	11h21m02.5363s	+53d10m34.7434s	3.74e+37	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112103.3+530938	11h21m03.355s	+53d09m38.1973s	1.30e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112102.9+531013	11h21m02.9823s	+53d10m13.3908s	5.58e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112102.2+531019	11h21m02.2363s	+53d10m19.2916s	1.71e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112103.1+531118	11h21m03.1608s	+53d11m18.4176s	3.50e+37	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112100.5+530838	11h21m00.5144s	+53d08m38.9888s	2.09e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112103.4+531048	11h21m03.4835s	+53d10m48.6974s	9.71e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112103.8+531138	11h21m03.8098s	+53d11m38.7724s	4.40e+37	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112110.2+531011	11h21m10.2809s	+53d10m11.9333s	6.83e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112103.7+531058	11h21m03.797s	+53d10m58.6058s	1.84e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112103.6+530953	11h21m03.6312s	+53d09m53.0778s	2.36e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112101.2+530923	11h21m01.2103s	+53d09m23.0093s	8.68e+37	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112101.2+531032	11h21m01.2854s	+53d10m32.7002s	4.70e+37	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112105.9+531057	11h21m05.9619s	+53d10m57.9918s	2.12e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112108.9+530941	11h21m08.9719s	+53d09m41.3396s	1.41e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112102.8+531020	11h21m02.8153s	+53d10m20.0816s	2.80e+37	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112102.3+531006	11h21m02.3275s	+53d10m06.466s	1.22e+38	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
4XMM J112110.0+530940	11h21m10.0041s	+53d09m40.8355s	6.69e+37	X	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2CXO J112111.4+531103	11h21m11.41s	+53d11m03.5974s	5.70e+37	C	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
2SXPS J112110.0+531009	11h21m10.0992s	+53d10m09.048s	1.13e+39	S	NGC 3631	11h21m02.87s	+53d10m10.4s	3.7515106635071094	0.646	24	5.0	16.56356030420263	8.17e-01	
