Name_XRB	RA	DEC	L_X_2_10	Satellite	Name_Host	RA_Host	DEC_Host	D25	b/a	PA	Morphology	Distance	SFR	Stellar_Mass	Galaxy_Catalog
2CXO J024617.5-301705	02h46m17.5844s	-30d17m05.0763s	1.128e+39	C	NGC 1097	02h46m19.05s	-30d16m29.6s	9.333e+00	0.676	130	3.0	18.218431513227085	4.509e+00		IRAS
2CXO J024625.0-301719	02h46m25.0737s	-30d17m19.1013s	9.622e+38	C	NGC 1097	02h46m19.05s	-30d16m29.6s	9.333e+00	0.676	130	3.0	18.218431513227085	4.509e+00		IRAS
2CXO J024621.7-301746	02h46m21.7606s	-30d17m46.8156s	1.014e+39	C	NGC 1097	02h46m19.05s	-30d16m29.6s	9.333e+00	0.676	130	3.0	18.218431513227085	4.509e+00		IRAS
2CXO J030238.1-225130	03h02m38.1576s	-22d51m30.1985s	3.183e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030235.9-225003	03h02m35.9553s	-22d50m03.361s	1.149e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030242.9-225255	03h02m42.9628s	-22d52m55.5127s	1.647e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030234.8-225118	03h02m34.8377s	-22d51m18.7702s	1.572e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030237.8-225002	03h02m37.8177s	-22d50m02.787s	1.771e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030240.7-225255	03h02m40.7042s	-22d52m55.6192s	6.736e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030244.0-225228	03h02m44.0019s	-22d52m28.6662s	1.075e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030229.6-225140	03h02m29.6286s	-22d51m40.66s	1.632e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030237.3-225156	03h02m37.3965s	-22d51m56.6842s	1.445e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030232.7-225207	03h02m32.7774s	-22d52m07.0833s	8.257e+37	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030247.6-225151	03h02m47.6034s	-22d51m51.4001s	2.953e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030230.6-225249	03h02m30.6682s	-22d52m49.3306s	7.821e+37	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030235.2-225233	03h02m35.2588s	-22d52m33.2539s	1.418e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030236.4-225155	03h02m36.417s	-22d51m55.4084s	1.900e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030239.6-225042	03h02m39.6729s	-22d50m42.7999s	1.395e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030238.7-225216	03h02m38.7342s	-22d52m16.3162s	3.194e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030231.1-225311	03h02m31.168s	-22d53m11.2925s	2.430e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030245.2-225259	03h02m45.286s	-22d52m59.8079s	1.912e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030241.2-225336	03h02m41.202s	-22d53m36.7247s	1.867e+38	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030239.4-225100	03h02m39.4264s	-22d51m00.8072s	8.046e+37	C	NGC 1187	03h02m37.59s	-22d52m01.8s	5.495e+00	0.741	130	5.0	19.930351385634104	1.337e+00		IRAS
2CXO J030953.8-203538	03h09m53.8109s	-20d35m38.8599s	2.888e+39	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030952.7-203707	03h09m52.7396s	-20d37m07.972s	1.063e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030934.1-203428	03h09m34.1547s	-20d34m28.6078s	3.324e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030941.1-203231	03h09m41.1769s	-20d32m31.0269s	7.316e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030945.8-203325	03h09m45.8237s	-20d33m25.5871s	1.433e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030949.2-203432	03h09m49.2529s	-20d34m32.2883s	1.531e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030941.0-203524	03h09m41.0935s	-20d35m24.4046s	1.273e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030945.2-203445	03h09m45.2702s	-20d34m45.6598s	8.084e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030943.3-203350	03h09m43.3136s	-20d33m50.6135s	1.281e+39	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030946.5-203534	03h09m46.591s	-20d35m34.4456s	9.771e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030943.2-203503	03h09m43.2433s	-20d35m03.4497s	1.955e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030950.1-203640	03h09m50.1372s	-20d36m40.8249s	8.999e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030951.8-203602	03h09m51.8449s	-20d36m02.6988s	5.116e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030956.7-203428	03h09m56.7462s	-20d34m28.9947s	8.955e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030931.8-203524	03h09m31.8986s	-20d35m24.5505s	3.996e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030945.4-203621	03h09m45.4503s	-20d36m21.8351s	2.989e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030945.5-203443	03h09m45.581s	-20d34m43.3618s	7.415e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J031000.9-203504	03h10m00.925s	-20d35m04.5982s	2.959e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030941.5-203749	03h09m41.5682s	-20d37m49.5644s	7.446e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030934.6-203532	03h09m34.624s	-20d35m32.8123s	1.937e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030955.5-203442	03h09m55.5125s	-20d34m42.8983s	2.011e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030955.0-203504	03h09m55.0338s	-20d35m04.2056s	5.277e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030934.4-203424	03h09m34.4864s	-20d34m24.6881s	2.333e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030952.6-203416	03h09m52.6723s	-20d34m16.3502s	4.022e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030940.6-203457	03h09m40.6241s	-20d34m57.1144s	1.269e+39	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030945.4-203418	03h09m45.4292s	-20d34m18.9436s	9.901e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030938.8-203720	03h09m38.8773s	-20d37m20.0654s	5.369e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030943.5-203602	03h09m43.5778s	-20d36m02.4067s	6.179e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030957.7-203326	03h09m57.7026s	-20d33m26.7976s	2.103e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030955.0-203547	03h09m55.0779s	-20d35m47.2578s	9.246e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030938.6-203630	03h09m38.6571s	-20d36m30.3275s	1.262e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030945.6-203440	03h09m45.6908s	-20d34m40.2827s	8.017e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030944.7-203514	03h09m44.7089s	-20d35m14.5214s	1.343e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030939.0-203500	03h09m39.0878s	-20d35m00.6622s	6.753e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030949.8-203453	03h09m49.8621s	-20d34m53.8124s	8.570e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030939.0-203306	03h09m39.0744s	-20d33m06.1213s	8.242e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030953.5-203209	03h09m53.5862s	-20d32m09.8589s	1.561e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030951.4-203639	03h09m51.4525s	-20d36m39.2549s	3.194e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030945.7-203623	03h09m45.7027s	-20d36m23.8687s	9.371e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030959.7-203553	03h09m59.7166s	-20d35m53.665s	2.835e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030947.6-203531	03h09m47.6644s	-20d35m31.8793s	2.109e+39	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030956.9-203705	03h09m56.9565s	-20d37m05.081s	1.032e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030946.3-203513	03h09m46.3204s	-20d35m13.0054s	3.546e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030951.6-203307	03h09m51.6397s	-20d33m07.2977s	2.855e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030946.1-203407	03h09m46.1011s	-20d34m07.0954s	1.077e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030937.3-203303	03h09m37.3612s	-20d33m03.5444s	9.265e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030943.2-203453	03h09m43.2011s	-20d34m53.1496s	8.373e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030953.6-203323	03h09m53.6662s	-20d33m23.8019s	1.123e+39	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030946.0-203424	03h09m46.0564s	-20d34m24.8644s	8.379e+37	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030950.1-203434	03h09m50.1013s	-20d34m34.6589s	1.039e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J030953.7-203353	03h09m53.7411s	-20d33m53.4511s	1.733e+38	C	NGC 1232	03h09m45.51s	-20d34m45.5s	7.413e+00	0.871	108	5.0	22.994566651481726	1.101e+00		IRAS
2CXO J031721.6-410435	03h17m21.6883s	-41d04m35.1764s	1.956e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031653.4-410819	03h16m53.4372s	-41d08m19.9593s	1.865e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031708.8-410534	03h17m08.8592s	-41d05m34.4661s	2.348e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031708.4-411043	03h17m08.4366s	-41d10m43.963s	4.581e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031706.4-410115	03h17m06.4566s	-41d01m15.6576s	4.657e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031706.3-410819	03h17m06.3988s	-41d08m19.075s	3.222e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031706.0-411158	03h17m06.0269s	-41d11m58.5419s	6.856e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031706.0-410224	03h17m06.0194s	-41d02m24.5179s	5.839e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031702.7-410351	03h17m02.7179s	-41d03m51.0746s	5.751e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031655.4-410550	03h16m55.4954s	-41d05m50.9481s	1.922e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031657.1-410550	03h16m57.1423s	-41d05m50.7037s	9.920e+36	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031719.2-410524	03h17m19.2478s	-41d05m24.5701s	5.032e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031700.8-410626	03h17m00.8005s	-41d06m26.7064s	1.223e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031700.2-410523	03h17m00.2933s	-41d05m23.5016s	3.688e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031659.7-410804	03h16m59.7075s	-41d08m04.3668s	1.577e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031658.7-410327	03h16m58.7329s	-41d03m27.9931s	8.302e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031658.6-410406	03h16m58.6925s	-41d04m06.939s	1.782e+38	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031658.5-410405	03h16m58.5301s	-41d04m05.7314s	1.782e+38	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031657.9-411054	03h16m57.9329s	-41d10m54.7347s	8.451e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031657.3-410953	03h16m57.3787s	-41d09m53.6882s	3.886e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031702.5-410714	03h17m02.5668s	-41d07m14.055s	2.499e+38	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031647.6-410534	03h16m47.6169s	-41d05m34.2181s	1.325e+38	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031656.0-410321	03h16m56.0544s	-41d03m21.5615s	7.380e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031736.0-410308	03h17m36.0037s	-41d03m08.1179s	3.486e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031653.1-410708	03h16m53.1573s	-41d07m08.4712s	5.023e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031709.5-411045	03h17m09.5671s	-41d10m45.1567s	1.646e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031710.0-411015	03h17m10.0605s	-41d10m15.776s	2.011e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031711.1-410702	03h17m11.1572s	-41d07m02.3637s	1.370e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031711.8-410501	03h17m11.8712s	-41d05m01.7232s	3.245e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031726.1-410030	03h17m26.1589s	-41d00m30.912s	7.129e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031725.7-410638	03h17m25.7372s	-41d06m38.6539s	4.423e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031725.2-410455	03h17m25.2419s	-41d04m55.6444s	7.845e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031724.5-410611	03h17m24.545s	-41d06m11.9401s	1.405e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031724.1-410812	03h17m24.1719s	-41d08m12.0175s	2.107e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031723.8-410950	03h17m23.8455s	-41d09m50.6489s	2.926e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031723.2-410709	03h17m23.2524s	-41d07m09.7377s	5.679e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031722.5-410815	03h17m22.5681s	-41d08m15.4108s	1.683e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031722.3-410925	03h17m22.3679s	-41d09m25.3821s	1.142e+38	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031737.5-410825	03h17m37.5228s	-41d08m25.6621s	2.021e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031721.4-410734	03h17m21.4208s	-41d07m34.2788s	1.238e+38	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031652.6-410735	03h16m52.6474s	-41d07m35.9861s	1.392e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031720.7-410332	03h17m20.7842s	-41d03m32.3914s	4.470e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031704.8-410456	03h17m04.8142s	-41d04m56.2319s	4.637e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031718.5-410104	03h17m18.5123s	-41d01m04.3416s	5.792e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031717.2-410122	03h17m17.2107s	-41d01m22.6604s	3.421e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031716.6-410513	03h17m16.6555s	-41d05m13.9135s	2.952e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031715.7-410210	03h17m15.7695s	-41d02m10.4556s	2.884e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031713.8-411034	03h17m13.8454s	-41d10m34.4283s	3.952e+38	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031713.8-410727	03h17m13.8194s	-41d07m27.1036s	1.589e+38	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031712.1-410531	03h17m12.1006s	-41d05m31.7688s	1.124e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031712.1-410438	03h17m12.1402s	-41d04m38.8785s	2.845e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031711.9-410103	03h17m11.9429s	-41d01m03.3696s	3.995e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031703.9-410412	03h17m03.9748s	-41d04m12.2736s	3.463e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031720.3-411004	03h17m20.3215s	-41d10m04.5834s	4.193e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031651.4-410626	03h16m51.4563s	-41d06m26.4414s	1.784e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031710.0-410209	03h17m10.0188s	-41d02m09.7046s	3.443e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
2CXO J031649.9-410652	03h16m49.9038s	-41d06m52.5555s	1.409e+37	C	NGC1291	03h17m18.6s	-41d06m29s	1.348e+01	0.92	156	1.0	9.08	1.620e-01	8.884e+10	LVG
